Iteracao	Mean	polaroide	open_Iris	move_X	move_Y
0	-18.511101960784313	-6.01037293443624	1244.9775802617376	9.35583958593412	10.508197400380745	
Iteracao	Mean	polaroide	open_Iris	move_X	move_Y
0	-17.674021568627452	-2.278662829843004	1245.7380898358763	13.628184765798672	18.69763768409002	
1	-17.85949411764706	1.490726620883211	1252.2709816463996	15.20183234709663	12.395064055981686	
2	-16.712829411764705	2.613399927774166	1250.0929434944999	21.726158247211032	15.676005546175109	
3	-18.293498039215685	2.9886801406902688	1251.5199119529461	11.346787590231832	17.380743977780266	
4	-17.922860784313727	-0.06884279184659146	1243.7849173448087	14.928756131201117	8.292561642052195	
5	-16.3439568627451	2.0684878756850957	1247.3812068004447	23.047598543215294	15.839811116614246	
6	-17.784264705882354	-3.8777640726075813	1246.342348253786	11.21458882367055	12.461872129668839	
7	-17.21465294117647	-2.7432346798757843	1250.542852541547	16.311613848279258	12.198341140467463	
8	-17.380949019607844	-5.549590755948428	1242.108940977698	16.37106033812198	10.649515855812812	
9	-17.521574509803923	4.285809806753955	1249.5562544530221	14.416522475710643	12.909432955374037	
10	-18.2185431372549	-0.5063552911217765	1247.9659566319847	10.900631665893396	18.221490928171075	
11	-17.059598039215686	-0.9849416261025918	1245.9147568658357	17.741474217773657	19.8846268212848	
12	-18.181250980392157	-0.5586362177433616	1250.6453908013686	12.503735965249982	19.23825934354844	
13	-17.88455882352941	-7.411695975444398	1251.5029425637351	13.853917312193788	10.163318144505762	
14	-18.90111176470588	0.0350445819380496	1252.3435755615833	5.096843361194764	12.550042907480236	
15	-17.87240588235294	1.1553594243993814	1243.5062508639435	15.44266249521813	8.602122717502754	
16	-18.101801960784314	1.445860929644608	1248.4879070106815	11.911521005781315	10.888056134483046	
17	-18.56848431372549	-0.571201574045936	1245.1363785306075	7.841616254805075	11.762522070364021	
18	-17.046617647058824	0.9168409619435811	1245.8044234753568	18.502912400022726	8.493585915851769	
19	-18.782923529411764	-4.5445272111716415	1255.0513633769308	6.835148116230567	14.076176460693036	
